Neighborhood,Category,Restaurant Name,Score,Award Level,Justification,Description EN,Description KO,Kakao URL,Latitude,Longitude,Auditor Comments,Rating Justified,Auditor Reason,Needs Manual Review,Upgrade Recommended,Reclassify Eligible,AI Justification,Sponsored Ratio
합정동,수제맥주,생활맥주 합정동점,87,1 Neon Heart,"The score of 87 reflects high marks for ingredient quality, cooking technique, value, and consistency, especially given the absence of sponsored reviews, with uniqueness slightly lower due to its chain nature.","생활맥주 합정동점 delivers consistently excellent fried chicken and craft beer, proving a reliable spot for casual dining. While the brand concept offers uniqueness, the overall experience shines through its high-quality ingredients and outstanding value.",생활맥주 합정동점은 훌륭한 수제맥주와 치킨으로 꾸준히 사랑받는 캐주얼 다이닝 공간입니다. 브랜드의 개성과 함께 신선한 재료와 뛰어난 가성비가 돋보이는 곳입니다.,http://place.map.kakao.com/413819670,37.55040357,126.9111513,No valid reviews found.,Unknown,"Scraper reached the review page, but only found dates, UI buttons, or boilerplate text. Needs human verification.",rescrape,False,False,,
상수동,수제맥주,웨일펍,88,2 Neon Hearts,"The score of 88 reflects strong points in flavor mastery, uniqueness, and value, with good consistency, though ingredient quality for food items could be more explicitly lauded.","Whale Pub distinguishes itself with an exceptional house-brewed 'Pale Whale' and a thoughtfully curated selection of craft beers, all offered at remarkable value, especially their unlimited beer event. While the beer quality shines, more explicit praise for the overall ingredient quality of food, particularly raw fish, would elevate the experience further.","웨일펍은 자체 양조 맥주 '페일웨일'과 엄선된 크래프트 맥주 라인업으로 뛰어난 맛과 개성을 자랑하며, 무제한 맥주 행사 등 탁월한 가성비를 제공합니다. 맥주 품질은 훌륭하나, 안주류, 특히 해산물 식재료의 품질에 대한 더 명확한 찬사가 있다면 완벽에 가까울 것입니다.",http://place.map.kakao.com/26965496,37.54759972,126.921398,No valid reviews found.,Unknown,"Scraper reached the review page, but only found dates, UI buttons, or boilerplate text. Needs human verification.",rescrape,False,False,,
역삼동,수제맥주,아이러브펍 강남점,88,2 Neon Hearts,"The restaurant scored well across all categories, particularly for its unique collaborative brews and excellent flavor execution, leading to its '2 Neon Hearts' status. The low sponsored ratio allowed for a normal scoring evaluation.","I Love Pub Gangnam shines with its unique collaboration brews and expertly crafted pub fare, making it a delightful destination for beer enthusiasts. The unlimited popcorn and friendly service further enhance its appeal as a consistent neighborhood favorite.",아이러브펍 강남점은 독점 협업 수제맥주와 훌륭한 안주로 맥주 애호가들에게 즐거움을 선사합니다. 무제한 팝콘과 친절한 서비스는 이곳을 꾸준히 찾게 되는 동네 명소로 만듭니다.,http://place.map.kakao.com/19722948,37.49536634,127.0310559,No valid reviews found.,Unknown,"Scraper reached the review page, but only found dates, UI buttons, or boilerplate text. Needs human verification.",rescrape,False,False,,
창신동,치킨,교촌치킨 동대문1호점,88,2 Neon Hearts,"The score of 88 reflects excellent ingredient quality (19), masterful flavor and technique (19), strong consistency (20), and good value (16), though it's tempered by the chain's inherent lack of individual chef personality (14). No deductions were applied due to the absence of sponsored reviews.","Kyochon Chicken Dongdaemun 1st Branch delivers an exceptional fried chicken experience, consistently executing its signature flavors with fresh ingredients. It stands as a testament to brand consistency and quality, earning its reputation as a top-tier neighborhood staple.","교촌치킨 동대문1호점은 신선한 재료와 시그니처 맛을 일관되게 선보이며 탁월한 치킨 경험을 제공합니다. 브랜드의 꾸준한 품질과 명성을 증명하며, 최고의 동네 맛집으로 자리매김했습니다.",http://place.map.kakao.com/16039118,37.57136306,127.0107605,No valid reviews found.,Unknown,"Scraper reached the review page, but only found dates, UI buttons, or boilerplate text. Needs human verification.",rescrape,False,False,,
성수동,치킨,페스티발치킨호프포차,88,2 Neon Hearts,"The score of 88/100 reflects strong performance in flavor mastery, value for money, and consistency, complemented by a unique retro charm, with no deductions applied due to a low sponsored review ratio.","This retro-chic chicken hof delivers consistently crispy, flavorful chicken and fresh draft beer, making it an exceptional neighborhood staple. Its genuine charm and excellent value solidify its status as a local favorite.","이 레트로 감성의 치킨 호프는 꾸준히 바삭하고 맛있는 치킨과 신선한 생맥주를 제공하며, 동네의 특별한 명소로 자리매김했습니다. 진정한 매력과 훌륭한 가성비가 지역 주민들의 사랑을 받는 이유입니다.",http://place.map.kakao.com/1331993429,37.54315982,127.0560965,No valid reviews found.,Unknown,"Scraper reached the review page, but only found dates, UI buttons, or boilerplate text. Needs human verification.",rescrape,False,False,,
망원동,수제맥주,시장맥주,89,2 Neon Hearts,"The score of 89 reflects high marks for its unique concept, excellent consistency over time, and strong value for money, complemented by quality ingredients and solid flavor execution.","시장맥주 offers an exceptional craft beer experience, highlighted by unique local brews like Seongmisan Pale Ale and thoughtfully crafted snacks. Its vibrant atmosphere, coupled with a generous value and proven longevity, makes it a true neighborhood gem.","시장맥주는 성미산 페일에일 같은 독특한 지역 맥주와 세심하게 준비된 안주로 뛰어난 수제 맥주 경험을 선사합니다. 활기찬 분위기, 넉넉한 가성비, 그리고 오랜 역사까지 겸비하여 진정한 동네 명소로 손색이 없습니다.",http://place.map.kakao.com/333986853,37.55538276,126.9068358,No valid reviews found.,Unknown,"Scraper reached the review page, but only found dates, UI buttons, or boilerplate text. Needs human verification.",rescrape,False,False,,
성수동,양조장,188양조장,91,2 Neon Hearts,"The score reflects high marks for its innovative brewing techniques, unique concept, and excellent ingredient quality, combined with strong value and consistent product releases.","188 Brewery masterfully blends tradition with innovation, offering a unique array of meticulously crafted Korean alcoholic beverages. Its exceptional value and distinct personality make it a standout destination for those seeking a truly authentic and creative tasting experience.","188양조장은 전통과 혁신을 절묘하게 융합하여, 정성껏 빚어낸 독창적인 한국 전통주를 선보입니다. 뛰어난 가성비와 개성 넘치는 콘셉트는 진정성 있고 창의적인 미식 경험을 찾는 이들에게 특별한 목적지가 될 것입니다.",http://place.map.kakao.com/142096313,37.53756568,127.0576141,No valid reviews found.,Unknown,"Scraper reached the review page, but only found dates, UI buttons, or boilerplate text. Needs human verification.",rescrape,False,False,,
역삼동,수제맥주,브루113,91,2 Neon Hearts,"The score reflects high marks for ingredient quality, masterful cooking techniques, unique craft beer selection, good value, and strong consistency across reviews.","Brew113 excels with its perfectly executed fried chicken and a thoughtfully curated selection of award-winning craft beers. It's a reliable spot for any occasion, offering consistent quality and a lively atmosphere.",브루113은 완벽하게 조리된 치킨과 엄선된 수상 경력의 수제맥주로 빛을 발합니다. 일관된 품질과 활기찬 분위기로 어떤 모임에도 훌륭한 선택이 될 것입니다.,http://place.map.kakao.com/1739145933,37.49379036,127.0314804,No valid reviews found.,Unknown,"Scraper reached the review page, but only found dates, UI buttons, or boilerplate text. Needs human verification.",rescrape,False,False,,
성수동,양조장,한강주조,91,2 Neon Hearts,"This score reflects excellent ingredient quality, masterful technique, and strong brand personality (19 points each), alongside solid consistency (18 points) and a reasonable, albeit premium, value for money (16 points).","Hangangjujo delivers a premium makgeolli experience, masterfully blending traditional brewing with a modern palate and sophisticated branding. While priced higher than average, its exceptional ingredients and refined taste fully justify the cost.","한강주조는 전통적인 양조 기법과 현대적인 감각을 절묘하게 융합하여 프리미엄 막걸리의 진수를 보여줍니다. 일반 막걸리보다 높은 가격대에도 불구하고, 최상급 재료와 세련된 맛이 그 가치를 충분히 증명합니다.",http://place.map.kakao.com/1341392738,37.53582045,127.0557255,No valid reviews found.,Unknown,"Scraper reached the review page, but only found dates, UI buttons, or boilerplate text. Needs human verification.",rescrape,False,False,,
창천동,수제맥주,네이버후드,92,2 Neon Hearts,"The score reflects high marks for ingredient quality, masterful techniques, and unique personality, all supported by strong value and consistent positive feedback, with no penalty applied due to the low sponsored ratio.","네이버후드 offers an exceptional fusion of global flavors, from its Italian-crafted pizza dough to its expertly paired craft beers. The passionate New Zealand owners ensure a consistently delightful experience, making it a beloved neighborhood staple.","네이버후드는 이탈리아 셰프의 피자 도우부터 섬세하게 페어링된 수제 맥주까지, 세계적인 풍미의 조화를 선사합니다. 열정적인 뉴질랜드인 사장님 부부의 꾸준한 노력으로 언제나 즐거운 경험을 제공하며, 사랑받는 동네 명소로 자리매김했습니다.",http://place.map.kakao.com/24912439,37.55816017,126.9344521,No valid reviews found.,Unknown,"Scraper reached the review page, but only found dates, UI buttons, or boilerplate text. Needs human verification.",rescrape,False,False,,
익선동,수제맥주,브루3.15,93,2 Neon Hearts,"The restaurant scored highly across all criteria, particularly for its mastery of craft beer management and pizza techniques, and its consistent positive reviews.","Brew3.15 offers a delightful combination of well-managed craft beers and expertly crafted pizzas, all within a uniquely decorated space. Its consistent quality and reasonable prices make it an exceptional neighborhood spot for casual dining.",브루3.15는 잘 관리된 수제 맥주와 훌륭하게 만들어진 피자의 즐거운 조합을 독특한 인테리어 공간에서 제공합니다. 꾸준한 품질과 합리적인 가격은 이곳을 캐주얼 다이닝을 위한 뛰어난 동네 명소로 만듭니다.,http://place.map.kakao.com/1750783707,37.5746103,126.9898684,No valid reviews found.,Unknown,"Scraper reached the review page, but only found dates, UI buttons, or boilerplate text. Needs human verification.",rescrape,False,False,,
역삼동,수제맥주,브롱스 강남역삼점,94,2 Neon Hearts,"The high score reflects exceptional ingredient quality, masterful techniques, unique award-winning craft beers, outstanding value, and proven consistency over time, with no penalty applied due to a low sponsored ratio.","Bronx Gangnam Yeoksam offers an exceptional craft beer and pizza experience, distinguished by its award-winning house-brewed beers and impressive value. The consistently high quality of ingredients and masterful techniques make it a neighborhood staple for any occasion.","브롱스 강남역삼점은 수상 경력에 빛나는 수제 맥주와 훌륭한 피자를 자랑하며, 뛰어난 가성비까지 겸비한 곳입니다. 신선한 재료와 숙련된 조리 기술이 한결같이 유지되어, 어떤 모임에도 만족스러운 경험을 선사합니다.",http://place.map.kakao.com/362272438,37.49610265,127.0303064,No valid reviews found.,Unknown,"Scraper reached the review page, but only found dates, UI buttons, or boilerplate text. Needs human verification.",rescrape,False,False,,
문래동,양조장,21세기주막,94,2 Neon Hearts,"The high score reflects exceptional quality in ingredients, masterful flavor execution, and a truly unique concept, all underpinned by multiple awards and a strong value proposition.","21세기주막 is a vibrant brewery that masterfully blends tradition with innovation, crafting unique makgeolli with distinct regional flair. Its commitment to quality ingredients and an immersive cultural experience makes it an exceptional destination.","21세기주막은 전통과 혁신을 능숙하게 조화시키며, 지역적 특색이 담긴 독특한 막걸리를 선보이는 활기찬 양조장입니다. 고품질 재료와 몰입감 있는 문화적 경험에 대한 헌신은 이곳을 특별한 목적지로 만듭니다.",http://place.map.kakao.com/937172428,37.51099725,126.8925638,No valid reviews found.,Unknown,"Scraper reached the review page, but only found dates, UI buttons, or boilerplate text. Needs human verification.",rescrape,False,False,,
역삼동,치킨,치킨의모든것올치킨 강남점,95,3 Neon Hearts,"The restaurant earned high marks across all criteria, particularly for the chef's unique personality and patented menu (20/20), along with exceptional ingredient quality (19/20), masterful techniques (19/20), strong consistency (19/20), and good value for money (18/20); the low sponsored ratio allowed for normal scoring and praise for genuine consistency.","This establishment transcends the typical chicken shop, offering a culinary experience guided by a national team chef and featuring patented, high-quality dishes. Its consistent execution and premium ingredients make it a destination-worthy spot for discerning palates.",국가대표 셰프의 손길이 닿은 이곳은 단순한 치킨집을 넘어 특허받은 고급 요리를 선보입니다. 일관된 맛과 최상급 재료의 사용으로 미식가들에게도 방문할 가치가 충분한 곳입니다.,http://place.map.kakao.com/614800788,37.50076679,127.0405713,No valid reviews found.,Unknown,"Scraper reached the review page, but only found dates, UI buttons, or boilerplate text. Needs human verification.",rescrape,False,False,,
서초동,수제맥주,바스버거 교대점,100,3 Neon Hearts,"The perfect score reflects exceptional quality across all criteria, from ingredient freshness and masterful cooking techniques to unique services, outstanding value, and consistent customer satisfaction.","Bas Burger Gyodae offers a flawless handmade burger experience, boasting succulent patties, fresh ingredients, and an exceptional array of sauces. The unlimited crispy fries and thoughtful customization options solidify its status as a true culinary destination.","바스버거 교대점은 육즙 가득한 패티와 신선한 재료, 그리고 다채로운 소스의 향연으로 완벽한 수제버거 경험을 선사합니다. 무한 제공되는 바삭한 감자칩과 세심한 커스터마이징 옵션은 이곳을 진정한 미식의 명소로 만듭니다.",http://place.map.kakao.com/212039269,37.4947459,127.0155193,No valid reviews found.,Unknown,"Scraper reached the review page, but only found dates, UI buttons, or boilerplate text. Needs human verification.",rescrape,False,False,,
창천동,국밥,오천집 신촌본점,87,1 Neon Heart,"The restaurant earns high marks for its exceptional value and a clear philosophy, supported by quality ingredients and consistent 24-hour service, though its culinary techniques are competent rather than groundbreaking.","Ocheonjip Sinchon Main Branch delivers on its promise of affordable, hearty Korean comfort food with fresh ingredients and generous portions. While the culinary techniques are solid, they don't quite reach the heights of true gastronomic artistry.","오천집 신촌본점은 신선한 재료와 푸짐한 양으로 저렴하면서도 든든한 한식의 약속을 지킵니다. 조리 기술은 훌륭하지만, 미식의 예술적 경지에는 미치지 못합니다.",http://place.map.kakao.com/139062731,37.55611602781736,126.93484551872056,No valid reviews found.,Unknown,"Scraper reached the review page, but only found dates, UI buttons, or boilerplate text. Needs human verification.",rescrape,False,False,,
창천동,국밥,육전국밥 신촌점,74,,"The score reflects strong points in ingredient quality and unique concept, but significant deductions were applied to consistency and value for money due to the substantial 40% sponsored review ratio.","While the innovative yukjeon topping and rich broth offer a unique twist to gukbap, the high volume of sponsored reviews casts a long shadow over its true value and long-term consistency.","혁신적인 육전 토핑과 깊은 국물 맛은 인상적이나, 높은 협찬 비율이 이 식당의 진정한 가치와 지속적인 품질에 대한 의구심을 남깁니다.",http://place.map.kakao.com/522406189,37.55705793924561,126.93551809448616,No valid reviews found.,Unknown,"Scraper reached the review page, but only found dates, UI buttons, or boilerplate text. Needs human verification.",rescrape,False,No Match,,
창천동,국밥,더진국 신촌점,73,,"The score of 73 reflects solid ingredient quality and consistency, but is significantly pulled down by the lack of unique chef personality inherent in a chain restaurant and some average flavor profiles.","While 더진국 신촌점 offers a reliably clean and convenient experience with decent value, its chain restaurant nature prevents any true culinary distinction. The broth is commendable, but the overall flavor profile and lack of unique chef personality keep it from earning a Neon Heart.","더진국 신촌점은 깔끔하고 편리한 환경에서 합리적인 가격으로 국밥을 즐길 수 있으나, 체인점 특유의 한계로 인해 독창적인 미식 경험을 제공하지는 못합니다. 국물은 칭찬할 만하지만, 전반적인 맛의 평범함과 셰프의 개성 부재가 아쉬움을 남깁니다.",http://place.map.kakao.com/1194684656,37.55721327531736,126.93618909437944,No valid reviews found.,Unknown,"Scraper reached the review page, but only found dates, UI buttons, or boilerplate text. Needs human verification.",rescrape,False,No Match,,
연남동,국밥,연남회관,82,1 Neon Heart,"The score of 82 reflects outstanding ingredient quality (19), flavor mastery (19), and value (19), slightly tempered by a good score for uniqueness (17) and a significantly lower score for consistency (8) due to insufficient evidence.","Yeonnam Hoegwan offers a deeply satisfying Gukbap experience, boasting exceptional ingredient quality and masterful cooking techniques that result in a clean, rich broth. While the value and atmosphere are commendable, the lack of verifiable long-term consistency prevents it from reaching higher accolades.","연남회관은 최상급 재료와 숙련된 조리 기술로 깔끔하고 깊은 국밥의 진수를 선보입니다. 훌륭한 가성비와 편안한 분위기가 돋보이지만, 장기적인 일관성에 대한 증거가 부족하여 아쉬움을 남깁니다.",http://place.map.kakao.com/44851394,37.5612651123412,126.924097786702,No valid reviews found.,Unknown,"Scraper reached the review page, but only found dates, UI buttons, or boilerplate text. Needs human verification.",rescrape,False,No Match,,
망원동,국밥,한우소머리국밥,93,2 Neon Hearts,"The score of 93 reflects near-perfect marks for ingredient quality, flavor mastery, and consistency, complemented by strong points in chef's personality and value for money.","This establishment masterfully combines top-tier Hanwoo ingredients with a chef's distinct Jeolla-do touch, delivering consistently deep, clean broths and exceptional homemade sides. Despite recent price adjustments, the generous portions and quality offer outstanding value, making it a beloved local staple.",최상급 한우 재료와 전라도 사장님의 손맛이 어우러져 깊고 깔끔한 국물과 훌륭한 반찬을 꾸준히 선보입니다. 가격 인상에도 불구하고 넉넉한 양과 질 좋은 재료는 여전히 탁월한 가치를 제공하여 지역의 사랑받는 명소로 자리매김했습니다.,http://place.map.kakao.com/27336285,37.55899082623828,126.90516982683096,No valid reviews found.,Unknown,"Scraper reached the review page, but only found dates, UI buttons, or boilerplate text. Needs human verification.",rescrape,False,False,,
